total,less_10000_total,less_10000_dialup,less_10000_broadband,less_10000_none,_10000_19900_total,_10000_19900_dialup,_10000_19900_broadband,_10000_19900_none,_20000_34999_total,_20000_34999_dialup,_20000_34999_broadband,_20000_34999_none,_35000_49999_total,_35000_49999_dialup,_35000_49999_broadband,_35000_49999_none,_50000_74900_total,_50000_74900_dialup,_50000_74900_broadband,_50000_74900_none,greater_75000_total,greater_75000_dialup,greater_75000_broadband,greater_75000_none,id,geographic_area_name
308831,15705,0,11270,4435,24787,0,14514,10273,34877,279,26612,7986,33361,182,29132,4047,51082,254,46986,3842,149019,159,144462,4398,25027,"Worcester County, Massachusetts"
43992,2092,0,860,1232,2885,0,1662,1223,7866,0,5829,2037,4629,138,3860,631,9513,0,8676,837,17007,89,16325,593,26005,"Allegan County, Michigan"
44469,2629,0,1817,812,4078,30,2845,1203,7748,0,6109,1639,7404,0,6232,1172,9204,0,8445,759,13406,0,12555,851,26017,"Bay County, Michigan"
64783,4246,0,2433,1813,7974,0,4573,3401,10017,39,6512,3466,9388,22,6684,2682,11632,11,8533,3088,21526,40,19249,2237,26021,"Berrien County, Michigan"
53914,3416,26,2255,1135,5342,0,3568,1774,10802,29,8502,2271,8344,29,6828,1487,10935,11,9674,1250,15075,56,14225,794,26025,"Calhoun County, Michigan"
29783,1173,0,921,252,1647,0,1068,579,3830,16,2438,1376,3741,12,3059,670,6009,93,5394,522,13383,24,12900,459,26037,"Clinton County, Michigan"
44879,2076,0,1308,768,2867,0,2045,822,5611,133,4093,1385,4615,0,4082,533,10636,12,9438,1186,19074,29,18284,761,26045,"Eaton County, Michigan"
169469,14553,173,7518,6862,17828,0,10700,7128,29534,54,21321,8159,25745,114,20837,4794,28356,59,25079,3218,53453,57,50649,2747,26049,"Genesee County, Michigan"
36782,1221,0,836,385,2965,0,1904,1061,4016,0,2803,1213,5259,0,4697,562,7108,5,6189,914,16213,84,15283,846,26055,"Grand Traverse County, Michigan"
112170,8949,72,5354,3523,12143,44,8257,3842,17778,0,12785,4993,14824,0,12464,2360,20352,12,18409,1931,38124,32,36766,1326,26065,"Ingham County, Michigan"
25367,2632,0,1636,996,2988,0,2101,887,4327,0,2920,1407,3247,16,2408,823,5171,46,4461,664,7002,12,6497,493,26073,"Isabella County, Michigan"
62598,4262,0,2657,1605,6262,0,3582,2680,11356,49,8292,3015,8789,130,7783,876,12694,34,11570,1090,19235,0,18254,981,26075,"Jackson County, Michigan"
104234,6759,91,4915,1753,8045,75,5834,2136,17048,117,13495,3436,14580,194,13025,1361,19345,139,17947,1259,38457,100,37329,1028,26077,"Kalamazoo County, Michigan"
244046,12549,27,7309,5213,18395,142,12198,6055,33539,256,25143,8140,34661,51,30222,4388,45870,0,42204,3666,99032,50,96505,2477,26081,"Kent County, Michigan"
33560,2394,58,1593,743,2258,12,1426,820,4048,45,2751,1252,4263,0,3326,937,6619,71,5989,559,13978,45,12994,939,26087,"Lapeer County, Michigan"
38388,1600,0,1082,518,3495,11,1867,1617,6307,62,4419,1826,5710,0,4223,1487,8093,34,7531,528,13183,11,12600,572,26091,"Lenawee County, Michigan"
72676,2137,38,1608,491,3150,0,2524,626,6596,0,4759,1837,7684,0,6715,969,12682,0,11519,1163,40427,0,38794,1633,26093,"Livingston County, Michigan"
347508,16835,50,11500,5285,27105,0,18292,8813,49261,257,39611,9393,48025,78,41760,6187,62827,107,57387,5333,143455,146,139071,4238,26099,"Macomb County, Michigan"
26328,1830,0,1265,565,2265,0,1223,1042,3499,10,2408,1081,4229,0,3543,686,5619,6,4989,624,8886,0,8184,702,26103,"Marquette County, Michigan"
34091,2083,0,619,1464,3156,0,1914,1242,5604,13,4003,1588,3980,0,3296,684,6475,0,5979,496,12793,0,12377,416,26111,"Midland County, Michigan"
61586,2678,23,1434,1221,5104,73,2425,2606,8020,22,6166,1832,7942,0,6284,1658,12748,0,11797,951,25094,26,23558,1510,26115,"Monroe County, Michigan"
67196,3944,0,2431,1513,7117,137,4670,2310,11242,66,8420,2756,11233,27,9993,1213,13196,38,11266,1892,20464,182,18930,1352,26121,"Muskegon County, Michigan"
503645,23228,0,15598,7630,31372,94,20966,10312,56799,298,44092,12409,49373,0,42768,6605,78381,0,72879,5502,264492,183,257747,6562,26125,"Oakland County, Michigan"
103438,2903,0,2080,823,5887,98,2668,3121,11381,69,8614,2698,13598,0,11550,2048,21480,96,19966,1418,48189,91,46632,1466,26139,"Ottawa County, Michigan"
78740,6692,0,4048,2644,7952,111,5244,2597,13582,84,10108,3390,12147,116,9851,2180,14423,0,13262,1161,23944,0,22636,1308,26145,"Saginaw County, Michigan"
65751,3947,0,2457,1490,5782,0,3516,2266,9541,40,7156,2345,9598,0,8380,1218,12188,48,10968,1172,24695,22,23626,1047,26147,"St. Clair County, Michigan"
28218,1175,0,780,395,2024,6,1165,853,4651,0,3429,1222,5208,41,4083,1084,6182,0,5629,553,8978,0,8363,615,26155,"Shiawassee County, Michigan"
28607,1473,8,908,557,2887,38,2028,821,4070,0,2391,1679,3741,21,2929,791,6408,0,5873,535,10028,65,9412,551,26159,"Van Buren County, Michigan"
143072,12168,0,9545,2623,10365,38,8056,2271,14747,0,12614,2133,15320,0,13849,1471,21465,0,20335,1130,69007,34,66789,2184,26161,"Washtenaw County, Michigan"
687546,81587,140,43661,37786,75692,199,46301,29192,110935,393,80087,30455,94650,219,74125,20306,117076,389,103672,13015,207606,382,194765,12459,26163,"Wayne County, Michigan"
128140,3042,0,2367,675,6589,76,3980,2533,10201,84,7832,2285,13777,157,11979,1641,22361,105,20882,1374,72170,188,69985,1997,27003,"Anoka County, Minnesota"
26362,1224,0,840,384,2795,0,2021,774,4456,0,3720,736,2779,0,2607,172,4737,23,4259,455,10371,14,9901,456,27013,"Blue Earth County, Minnesota"
36925,815,0,418,397,1477,0,970,507,1768,0,1058,710,3738,0,2964,774,5144,16,4935,193,23983,12,23542,429,27019,"Carver County, Minnesota"
162496,4247,0,2946,1301,7659,40,5161,2458,14255,87,11489,2679,16797,12,15006,1779,25847,60,23892,1895,93691,21,91676,1994,27037,"Dakota County, Minnesota"
508964,26399,76,18787,7536,31100,187,18154,12759,57278,37,43415,13826,52655,253,45639,6763,83299,422,74382,8495,258233,76,250446,7711,27053,"Hennepin County, Minnesota"
63462,2540,0,1553,987,4707,0,2760,1947,6411,0,4684,1727,8067,197,6579,1291,9846,69,8929,848,31891,55,30500,1336,27109,"Olmsted County, Minnesota"
209287,13078,72,8953,4053,14855,265,10624,3966,27503,98,21819,5586,26940,93,23472,3375,36177,329,32695,3153,90734,128,86493,4113,27123,"Ramsey County, Minnesota"
23358,1404,0,1025,379,1468,0,733,735,3359,0,2503,856,3331,30,2799,502,3438,12,3207,219,10358,7,9764,587,27131,"Rice County, Minnesota"
84370,5143,44,2960,2139,9177,27,4823,4327,13026,97,9374,3555,12558,188,10363,2007,15072,153,13114,1805,29394,98,27800,1496,27137,"St. Louis County, Minnesota"
50040,1065,0,917,148,1653,0,1070,583,4358,0,3415,943,4993,0,4562,431,6243,0,5911,332,31728,77,30686,965,27139,"Scott County, Minnesota"
32033,937,0,809,128,1300,0,758,542,3779,0,3285,494,2623,0,2592,31,5896,159,5329,408,17498,54,16769,675,27141,"Sherburne County, Minnesota"
58510,2008,6,1325,677,5009,36,2671,2302,9455,16,7024,2415,7542,50,6034,1458,10703,123,9167,1413,23793,12,22878,903,27145,"Stearns County, Minnesota"
96387,2446,0,2024,422,3614,165,1745,1704,6339,124,5067,1148,9650,0,8581,1069,14519,11,12900,1608,59819,56,58464,1299,27163,"Washington County, Minnesota"
48863,1624,14,1068,542,1892,0,1192,700,4341,64,3228,1049,4927,0,3189,1738,7805,50,7399,356,28274,31,27324,919,27171,"Wright County, Minnesota"
63075,2225,0,1623,602,4245,0,3351,894,7684,0,5830,1854,9811,0,8379,1432,11007,0,10342,665,28103,59,27364,680,28033,"DeSoto County, Mississippi"
27248,3502,0,2179,1323,3596,0,2327,1269,4654,0,3128,1526,5569,0,4905,664,4644,0,4328,316,5283,0,4402,881,28035,"Forrest County, Mississippi"
82375,9339,61,6234,3044,9036,0,5769,3267,13581,120,10625,2836,12797,24,10742,2031,14035,0,13240,795,23587,0,22201,1386,28047,"Harrison County, Mississippi"
85483,7015,0,4679,2336,11443,0,7162,4281,14613,33,11786,2794,13950,0,12167,1783,15424,41,14048,1335,23038,0,20348,2690,28049,"Hinds County, Mississippi"
51659,4234,289,2653,1292,6506,0,4761,1745,7813,0,5524,2289,7023,0,5767,1256,10270,0,9651,619,15813,82,14903,828,28059,"Jackson County, Mississippi"
25098,1984,0,773,1211,2974,0,1162,1812,4500,0,2094,2406,3143,0,1873,1270,5130,6,3690,1434,7367,0,6127,1240,28067,"Jones County, Mississippi"
29993,5586,0,3800,1786,4666,0,3417,1249,3744,81,2708,955,5364,0,4609,755,4491,0,3583,908,6142,0,6049,93,28075,"Lauderdale County, Mississippi"
32527,2095,0,698,1397,3872,0,2162,1710,5482,19,4157,1306,3961,0,3059,902,5435,36,4542,857,11682,0,10431,1251,28081,"Lee County, Mississippi"
40229,1090,0,884,206,1705,0,1255,450,5325,0,4403,922,4026,0,3684,342,7496,0,7004,492,20587,0,20249,338,28089,"Madison County, Mississippi"
55483,2086,0,1337,749,4602,0,2622,1980,5859,94,4187,1578,6850,31,4738,2081,12137,0,10282,1855,23949,0,22625,1324,28121,"Rankin County, Mississippi"
72217,4542,0,3095,1447,7126,140,4742,2244,11872,87,8682,3103,9324,82,8210,1032,13977,91,12394,1492,25376,0,23751,1625,29019,"Boone County, Missouri"
33621,1474,0,955,519,4147,0,2871,1276,5544,44,4175,1325,4459,0,3852,607,6563,0,5565,998,11434,95,10695,644,29021,"Buchanan County, Missouri"
28675,2133,0,1688,445,2928,0,2125,803,5079,87,3726,1266,4232,0,3711,521,5574,5,5187,382,8729,0,8228,501,29031,"Cape Girardeau County, Missouri"
40197,1221,0,708,513,2668,0,1902,766,4837,0,3378,1459,4775,0,3726,1049,8312,0,7384,928,18384,14,17773,597,29037,"Cass County, Missouri"
31421,1885,0,1204,681,2203,0,1154,1049,5311,0,4091,1220,4518,0,3718,800,6453,129,5879,445,11051,0,10116,935,29043,"Christian County, Missouri"
91901,3030,0,2424,606,5810,75,4612,1123,10394,0,8120,2274,12890,0,11238,1652,17370,0,15128,2242,42407,64,40565,1778,29047,"Clay County, Missouri"
29593,829,0,517,312,2069,79,878,1112,3489,0,2133,1356,4137,0,2703,1434,7208,25,5619,1564,11861,0,9642,2219,29051,"Cole County, Missouri"
40387,1159,0,718,441,2932,90,1503,1339,6402,0,4578,1824,6064,17,5052,995,8498,0,7570,928,15332,40,14329,963,29071,"Franklin County, Missouri"
128691,10088,0,5020,5068,18112,199,8185,9728,23778,81,15910,7787,19308,50,14673,4585,24179,0,21111,3068,33226,0,31362,1864,29077,"Greene County, Missouri"
288752,17673,30,11893,5750,27455,114,16311,11030,44156,66,34173,9917,40649,87,34960,5602,52501,78,47566,4857,106318,89,99801,6428,29095,"Jackson County, Missouri"
47846,3475,0,1823,1652,5552,0,3197,2355,8729,7,7382,1340,8205,91,6477,1637,10268,46,9566,656,11617,80,11142,395,29097,"Jasper County, Missouri"
85892,3214,0,2774,440,6391,0,4416,1975,11019,51,8428,2540,11649,0,10294,1355,17028,0,15072,1956,36591,0,35235,1356,29099,"Jefferson County, Missouri"
40086,1036,0,848,188,2314,0,1859,455,5508,57,4612,839,4017,0,3461,556,6558,52,6281,225,20653,0,20048,605,29165,"Platte County, Missouri"
149951,3538,0,2236,1302,7314,56,5622,1636,13893,11,10678,3204,17068,97,15162,1809,26903,0,25754,1149,81235,20,79047,2168,29183,"St. Charles County, Missouri"
25670,1789,0,992,797,3870,0,2134,1736,4412,0,3804,608,3885,0,3446,439,4653,61,4282,310,7061,0,6812,249,29187,"St. Francois County, Missouri"
408117,22067,0,14736,7331,30695,47,20435,10213,48799,107,40116,8576,51536,91,44128,7317,70075,69,65557,4449,184945,76,179700,5169,29189,"St. Louis County, Missouri"
144295,17844,0,9221,8623,17246,0,8772,8474,23731,0,17234,6497,21003,33,16930,4040,23370,0,20116,3254,41101,0,38766,2335,29510,"St. Louis city, Missouri"
35558,2234,0,935,1299,3051,0,2071,980,6419,0,4269,2150,6099,36,4631,1432,7319,31,6790,498,10436,84,9660,692,30013,"Cascade County, Montana"
38372,1380,63,943,374,3626,36,2630,960,6816,0,5405,1411,5840,270,4881,689,8098,0,7507,591,12612,50,11664,898,30029,"Flathead County, Montana"
44423,2522,0,1673,849,2433,0,1609,824,5496,0,3966,1530,5375,0,4843,532,8568,0,7836,732,20029,0,19683,346,30031,"Gallatin County, Montana"
27842,1341,0,846,495,2282,0,1098,1184,3468,0,2369,1099,2915,0,2570,345,5939,0,5251,688,11897,0,11193,704,30049,"Lewis and Clark County, Montana"
50401,3544,0,3275,269,4004,0,2718,1286,6971,0,6033,938,6759,0,6094,665,11377,15,10804,558,17746,45,17168,533,30063,"Missoula County, Montana"
66805,4428,0,2982,1446,5373,0,3750,1623,10498,107,7433,2958,8359,47,6023,2289,13265,136,11758,1371,24882,45,24209,628,30111,"Yellowstone County, Montana"
220858,13037,71,8619,4347,18035,37,11816,6182,26426,102,20900,5424,27505,40,24303,3162,40822,151,37236,3435,95033,93,91506,3434,31055,"Douglas County, Nebraska"
125917,6025,92,4721,1212,10567,86,7852,2629,17910,0,15154,2756,18618,95,15599,2924,25022,38,23251,1733,47775,0,46056,1719,31109,"Lancaster County, Nebraska"
66273,1625,0,916,709,3347,43,2176,1128,7256,0,6123,1133,7536,119,6709,708,12226,0,11499,727,34283,56,33328,899,31153,"Sarpy County, Nebraska"
808605,57609,158,36914,20537,63791,385,42485,20921,117680,369,91492,25819,116654,293,100445,15916,144780,320,128793,15667,308091,456,290372,17263,32003,"Clark County, Nevada"
185709,8647,37,6345,2265,12911,0,8571,4340,23154,196,18056,4902,24657,0,20550,4107,39116,0,35244,3872,77224,64,75332,1828,32031,"Washoe County, Nevada"
30208,595,0,366,229,4183,0,2963,1220,4162,0,2902,1260,4123,175,3296,652,5249,0,4627,622,11896,87,11417,392,33005,"Cheshire County, New Hampshire"
35394,1405,0,690,715,3168,15,1693,1460,4237,122,3153,962,4664,0,3891,773,6546,30,5641,875,15374,17,13934,1423,33009,"Grafton County, New Hampshire"
161649,6406,0,4429,1977,9876,80,6044,3752,18947,374,15995,2578,16208,304,14626,1278,24266,0,22239,2027,85946,109,82683,3154,33011,"Hillsborough County, New Hampshire"
58521,2228,0,1435,793,4412,38,3204,1170,6392,86,5034,1272,7153,279,6304,570,9011,14,8289,708,29325,86,28677,562,33013,"Merrimack County, New Hampshire"
119467,4258,95,3600,563,6524,52,4350,2122,10563,86,8107,2370,9435,0,8739,696,18392,0,17420,972,70295,0,68582,1713,33015,"Rockingham County, New Hampshire"
48393,2850,0,1519,1331,3280,0,2327,953,5345,0,3665,1680,5488,0,4468,1020,8048,0,7743,305,23382,0,22149,1233,33017,"Strafford County, New Hampshire"
96981,5818,0,3718,2100,8777,23,5538,3216,11118,111,8864,2143,12293,0,10768,1525,18577,42,16843,1692,40398,43,38776,1579,34001,"Atlantic County, New Jersey"
339953,12992,0,7885,5107,18158,149,11087,6922,32516,172,24154,8190,26760,131,23112,3517,42754,0,39734,3020,206773,249,200584,5940,34003,"Bergen County, New Jersey"
166698,5273,105,3910,1258,7889,39,4515,3335,13744,130,10277,3337,17901,0,15346,2555,28686,85,24795,3806,93205,335,90206,2664,34005,"Burlington County, New Jersey"
188840,12081,0,8138,3943,17353,126,10891,6336,25081,0,18608,6473,18802,47,15862,2893,28901,161,25742,2998,86622,146,82564,3912,34007,"Camden County, New Jersey"
39208,1809,0,1128,681,3464,0,1955,1509,4420,0,3633,787,4766,0,4343,423,6756,0,5953,803,17993,0,17233,760,34009,"Cape May County, New Jersey"
50034,4383,0,2824,1559,6182,0,3322,2860,7079,142,5725,1212,6567,0,6162,405,9150,64,7447,1639,16673,56,16088,529,34011,"Cumberland County, New Jersey"
289921,24962,0,16056,8906,28723,187,19409,9127,37255,67,27749,9439,28200,0,24187,4013,42155,302,35183,6670,128626,0,122105,6521,34013,"Essex County, New Jersey"
101414,2893,0,1813,1080,5657,0,4293,1364,10620,36,7928,2656,10680,0,9304,1376,16407,66,14827,1514,55157,38,54202,917,34015,"Gloucester County, New Jersey"
263924,18843,0,12953,5890,20911,48,13611,7252,29075,178,22954,5943,25581,0,21590,3991,38289,0,35855,2434,131225,169,126396,4660,34017,"Hudson County, New Jersey"
47733,1321,0,861,460,1514,0,722,792,3819,69,2776,974,3443,47,2896,500,5801,0,5376,425,31835,72,31453,310,34019,"Hunterdon County, New Jersey"
132980,8474,0,5578,2896,8889,0,5559,3330,13738,91,10399,3248,11469,0,8172,3297,19537,33,16225,3279,70873,58,67634,3181,34021,"Mercer County, New Jersey"
285480,12474,85,8206,4183,13977,25,9414,4538,26484,105,20348,6031,25703,87,20473,5143,44441,221,39556,4664,162401,41,157464,4896,34023,"Middlesex County, New Jersey"
236327,9982,10,6036,3936,11229,29,6765,4435,21004,0,16261,4743,16969,73,14003,2893,32943,151,29615,3177,144200,268,139795,4137,34025,"Monmouth County, New Jersey"
181738,4946,0,3633,1313,6481,0,3824,2657,12035,43,9559,2433,12663,0,11153,1510,22377,0,20889,1488,123236,240,119105,3891,34027,"Morris County, New Jersey"
228622,9184,0,6347,2837,17146,55,10459,6632,30731,431,20152,10148,26782,96,21383,5303,39726,96,33684,5946,105053,149,97525,7379,34029,"Ocean County, New Jersey"
169521,9107,0,5138,3969,14927,0,9274,5653,18934,0,13559,5375,16580,0,14273,2307,24925,37,21742,3146,85048,38,79899,5111,34031,"Passaic County, New Jersey"
23952,1848,0,1062,786,2098,0,1250,848,3123,0,2590,533,2523,29,2208,286,4053,0,3474,579,10307,0,9861,446,34033,"Salem County, New Jersey"
118729,3854,0,2867,987,4134,0,2966,1168,9039,63,7665,1311,7062,0,6376,686,12766,141,11484,1141,81874,0,79973,1901,34035,"Somerset County, New Jersey"
53749,1679,0,1257,422,2287,0,1532,755,3794,0,3181,613,4750,0,4063,687,7592,106,6988,498,33647,36,32905,706,34037,"Sussex County, New Jersey"
192021,7194,0,4492,2702,12477,0,8032,4445,20164,0,14725,5439,18443,0,14514,3929,30178,0,27120,3058,103565,363,97328,5874,34039,"Union County, New Jersey"
41742,1746,0,1155,591,2809,48,1573,1188,4608,16,3065,1527,4651,0,3865,786,5923,32,5366,525,22005,30,20853,1122,34041,"Warren County, New Jersey"
270655,24337,0,14579,9758,26874,62,19217,7595,44281,178,33228,10875,36691,0,30023,6668,46368,218,40062,6088,92104,339,84925,6840,35001,"Bernalillo County, New Mexico"
22616,1182,0,619,563,3054,0,1546,1508,4688,0,3517,1171,3343,203,2225,915,4402,0,2929,1473,5947,0,5295,652,35005,"Chaves County, New Mexico"
80409,8166,83,4414,3669,13435,92,6424,6919,18433,0,11568,6865,8788,0,5631,3157,11812,0,9857,1955,19775,0,17779,1996,35013,"Doña Ana County, New Mexico"
23215,1436,0,542,894,2745,0,1458,1287,3347,0,2335,1012,3785,0,3131,654,4491,0,4100,391,7411,0,7117,294,35025,"Lea County, New Mexico"
21449,3653,0,823,2830,2969,0,526,2443,4392,80,1689,2623,2394,0,1314,1080,3979,171,2541,1267,4062,268,3120,674,35031,"McKinley County, New Mexico"
23747,3588,0,2492,1096,2246,0,1315,931,3918,0,3108,810,3910,148,3229,533,4683,0,4151,532,5402,0,5107,295,35035,"Otero County, New Mexico"
53996,2633,28,1769,836,4777,45,3141,1591,7027,147,5467,1413,9901,0,8680,1221,12300,0,11235,1065,17358,76,16585,697,35043,"Sandoval County, New Mexico"
43707,5001,0,1986,3015,5135,0,2920,2215,7319,68,4597,2654,5910,36,4618,1256,7627,21,6060,1546,12715,30,11247,1438,35045,"San Juan County, New Mexico"
62707,3565,98,2285,1182,5063,26,2916,2121,8587,0,6236,2351,9532,55,7874,1603,11215,35,9410,1770,24745,0,23379,1366,35049,"Santa Fe County, New Mexico"
28379,2570,0,1450,1120,3882,0,2004,1878,5272,0,3609,1663,3816,38,2721,1057,4981,0,4607,374,7858,0,6931,927,35061,"Valencia County, New Mexico"
126578,7509,0,5455,2054,9014,102,4637,4275,17822,68,13302,4452,15523,0,13406,2117,20486,90,17881,2515,56224,238,53518,2468,36001,"Albany County, New York"
507370,76862,208,46187,30467,77273,82,47528,29663,83457,188,62786,20483,63280,428,52477,10375,78932,40,70511,8381,127566,108,118845,8613,36005,"Bronx County, New York"
75539,6464,0,4827,1637,9027,0,6632,2395,12519,26,9403,3090,8947,37,7874,1036,13775,23,12231,1521,24807,90,24003,714,36007,"Broome County, New York"
32079,1771,0,885,886,3919,0,2176,1743,6083,24,3894,2165,4826,22,3645,1159,5885,15,5294,576,9595,71,8465,1059,36009,"Cattaraugus County, New York"
30083,1551,0,846,705,3026,0,1641,1385,4103,0,3022,1081,5663,48,4920,695,4972,41,4255,676,10768,0,9868,900,36011,"Cayuga County, New York"
53429,3557,82,1626,1849,8157,56,4814,3287,9761,51,7148,2562,7204,46,5723,1435,9282,147,8224,911,15468,39,14716,713,36013,"Chautauqua County, New York"
34325,2848,0,1609,1239,3092,0,1997,1095,6052,0,5174,878,4277,0,3701,576,6734,45,6087,602,11322,0,10202,1120,36015,"Chemung County, New York"
31392,1982,0,1249,733,2855,0,1899,956,3524,33,2583,908,4703,27,4340,336,6490,119,5802,569,11838,0,10960,878,36019,"Clinton County, New York"
108071,5436,0,3482,1954,8603,0,5700,2903,11856,85,9631,2140,9314,0,7694,1620,15246,0,13875,1371,57616,134,55905,1577,36027,"Dutchess County, New York"
390341,26160,175,16358,9627,37361,367,23499,13495,59546,68,45099,14379,48666,281,40824,7561,71038,291,63195,7552,147570,66,141457,6047,36029,"Erie County, New York"
44657,3698,51,2412,1235,3055,23,2003,1029,7950,0,6655,1295,6229,0,4937,1292,10006,0,8876,1130,13719,33,13206,480,36045,"Jefferson County, New York"
969317,88792,71,54759,33962,103671,253,61032,42386,123633,234,92190,31209,99621,269,79502,19850,135502,196,119948,15358,418098,138,394340,23620,36047,"Kings County, New York"
23746,1110,0,949,161,2724,13,1909,802,2755,0,2178,577,3312,0,2466,846,4714,39,4304,371,9131,50,8718,363,36051,"Livingston County, New York"
26127,1148,0,666,482,2312,0,1241,1071,3455,0,3107,348,3669,0,3030,639,5479,0,5017,462,10064,42,9548,474,36053,"Madison County, New York"
301668,21035,146,13330,7559,30153,67,19457,10629,43168,220,33570,9378,35387,79,30918,4390,50406,337,46438,3631,121519,369,117497,3653,36055,"Monroe County, New York"
447123,14171,51,9916,4204,19517,43,12894,6580,33498,0,25442,8056,29950,54,23810,6086,46128,129,41124,4875,303859,238,294561,9060,36059,"Nassau County, New York"
752258,63965,41,39995,23929,66510,147,42492,23871,68995,258,55305,13432,57562,0,47588,9974,85761,222,75109,10430,409465,0,396045,13420,36061,"New York County, New York"
89765,6607,12,4525,2070,10604,57,6569,3978,12093,81,8768,3244,11393,167,8770,2456,15608,46,13625,1937,33460,95,31233,2132,36063,"Niagara County, New York"
88871,6084,27,4374,1683,9622,44,6299,3279,14037,0,10582,3455,11557,13,9589,1955,16885,48,15473,1364,30686,64,29156,1466,36065,"Oneida County, New York"
185046,12158,0,5645,6513,18113,49,9991,8073,24542,158,17586,6798,22702,0,16480,6222,31851,63,27564,4224,75680,35,71786,3859,36067,"Onondaga County, New York"
44079,1945,0,1370,575,3775,24,2423,1328,5350,16,4503,831,5836,0,5364,472,8689,0,7418,1271,18484,0,17638,846,36069,"Ontario County, New York"
128259,5846,0,3879,1967,11161,65,6927,4169,15200,0,11373,3827,13144,118,10404,2622,18045,30,15577,2438,64863,9,60861,3993,36071,"Orange County, New York"
46270,3616,0,2298,1318,4787,52,3320,1415,6791,117,5543,1131,6402,206,5324,872,7715,0,6787,928,16959,83,16115,761,36075,"Oswego County, New York"
35425,593,0,476,117,1528,40,1209,279,2446,0,1597,849,2912,0,2129,783,5612,0,5276,336,22334,0,21744,590,36079,"Putnam County, New York"
788110,43159,220,27889,15050,60943,168,38632,22143,100199,147,78348,21704,86634,0,72096,14538,132482,96,118703,13683,364693,339,344133,20221,36081,"Queens County, New York"
64614,3242,72,2277,893,4175,0,2748,1427,7045,250,4978,1817,6982,100,6260,622,12946,0,11816,1130,30224,82,29379,763,36083,"Rensselaer County, New York"
167441,11541,0,6886,4655,12020,39,7042,4939,15245,39,9734,5472,14030,125,11133,2772,22603,26,19014,3563,92002,43,86094,5865,36085,"Richmond County, New York"
99502,3561,0,2484,1077,8225,0,4195,4030,9718,106,6983,2629,7926,9,6196,1721,13628,48,11295,2285,56444,0,53729,2715,36087,"Rockland County, New York"
41680,2717,0,1589,1128,5556,53,3585,1918,6275,82,4456,1737,6409,9,4735,1665,7109,13,6235,861,13614,0,13393,221,36089,"St. Lawrence County, New York"
94156,2510,0,1299,1211,4868,0,3189,1679,8977,0,6432,2545,9898,169,8488,1241,15814,0,14818,996,52089,31,50427,1631,36091,"Saratoga County, New York"
55262,3107,0,2075,1032,5645,0,3606,2039,6890,0,5127,1763,6113,0,5124,989,9549,0,8588,961,23958,52,22679,1227,36093,"Schenectady County, New York"
40578,2441,40,1268,1133,4369,18,2730,1621,6467,36,4988,1443,5075,26,4451,598,8403,31,7207,1165,13823,31,12587,1205,36101,"Steuben County, New York"
496784,17619,0,13479,4140,26931,210,18857,7864,37832,136,29473,8223,38388,0,32150,6238,64488,113,58616,5759,311526,389,298161,12976,36103,"Suffolk County, New York"
28900,1592,0,748,844,4366,0,2988,1378,4107,0,3117,990,3832,42,2881,909,4849,0,4327,522,10154,112,9636,406,36105,"Sullivan County, New York"
40250,2899,0,1951,948,3712,0,3039,673,5875,90,4549,1236,5249,0,4226,1023,7034,0,6181,853,15481,0,14941,540,36109,"Tompkins County, New York"
69154,3619,0,3169,450,6255,44,4359,1852,8438,55,6375,2008,7960,104,6568,1288,12572,142,11357,1073,30310,48,29469,793,36111,"Ulster County, New York"
28007,1238,0,854,384,2590,31,1771,788,4123,0,2441,1682,4010,0,2895,1115,5427,18,4758,651,10619,15,9989,615,36113,"Warren County, New York"
35927,1121,0,703,418,3166,38,1725,1403,4791,89,3750,952,5088,0,4426,662,7414,18,6305,1091,14347,0,13166,1181,36117,"Wayne County, New York"
352498,16360,0,10434,5926,23259,79,15027,8153,33333,186,25193,7954,27857,0,22917,4940,44584,102,38224,6258,207105,32,200045,7028,36119,"Westchester County, New York"
64700,4097,0,1865,2232,6840,0,4345,2495,10675,6,7300,3369,10748,98,8624,2026,11881,0,10288,1593,20459,0,19173,1286,37001,"Alamance County, North Carolina"
56752,3984,0,3400,584,4016,0,2652,1364,8471,0,7696,775,6393,0,5652,741,12276,10,11850,416,21612,7,21223,382,37019,"Brunswick County, North Carolina"
108411,4920,0,2063,2857,10949,93,5818,5038,18300,42,13820,4438,15599,0,12436,3163,20872,101,19167,1604,37771,0,36619,1152,37021,"Buncombe County, North Carolina"
36157,2003,0,1288,715,4114,0,1753,2361,7516,55,4279,3182,6106,48,4420,1638,6606,0,5384,1222,9812,34,9407,371,37023,"Burke County, North Carolina"
73751,3044,0,2463,581,5297,93,3727,1477,9922,0,8292,1630,7600,68,6974,558,13193,42,12422,729,34695,0,33884,811,37025,"Cabarrus County, North Carolina"
31544,1829,48,1253,528,5318,37,3054,2227,6273,0,5051,1222,4761,0,4384,377,4785,0,4264,521,8578,35,7657,886,37027,"Caldwell County, North Carolina"
28720,1325,0,1180,145,2135,15,1517,603,5205,46,4055,1104,4235,0,3828,407,6262,0,5709,553,9558,0,9250,308,37031,"Carteret County, North Carolina"
