index,id,county,state,total_pop,households,avg_household_income_dollars,rural_urban,one_or_more,desktop_laptop,only_desktop_laptop,smartphone,only_smartphone,tablet_portable,only_tablet_portable,other,only_other,no_computer,less10k,10k,20k,35k,50k,greater75k,dialup,broadband,internet,no_internet,perc_dialup,perc_broadband,perc_internet,perc_no_internet,high_state_income,low_state_income,state_ratio_income,national_ratio_income
423,34017,Hudson County,New Jersey,676061,263924,106971,,246399,212675,6155,236019,23132,159061,1937,6492,0,17525,18843,20911,29075,25581,38289,131225,395,233359,233754,30170,0.003894925749896464,2.3010531090382,2.3049480347880964,0.29749344271994005,158144,68355,0.6764151659247268,0.6075239809855916
424,34019,Hunterdon County,New Jersey,124714,47733,143132,,45515,42626,2056,42238,1311,36805,227,996,0,2218,1321,1514,3819,3443,5801,31835,188,44084,44272,3461,0.0007123262757460481,0.1670329337233446,0.16774525999909065,0.013113623618920598,158144,68355,0.9050738567381627,0.8128943587180608
425,34021,Mercer County,New Jersey,369811,132980,114713,,124528,106954,6289,114081,11555,83195,966,2131,0,8452,8474,8889,13738,11469,19537,70873,182,113567,113749,19231,0.0038128757882387445,2.3792135419940084,2.383026417782247,0.40288689166823793,158144,68355,0.7253705483609875,0.6514933807368367
426,34023,Middlesex County,New Jersey,829685,285480,110681,,269001,236119,11571,249020,17640,195315,2918,6447,114,16479,12474,13977,26484,25703,44441,162401,564,255461,256025,29455,0.004241239284102872,1.9210482779365319,1.9252895172206346,0.2214994736050534,158144,68355,0.6998747976527722,0.6285943081719929
427,34025,Monmouth County,New Jersey,621354,236327,134685,,221863,202031,10214,204567,8505,175194,2139,7107,92,14464,9982,11229,21004,16969,32943,144200,531,212475,213006,23321,0.0018600252206809585,0.7442728036990333,0.7461328289197142,0.08169048619868292,158144,68355,0.8516605119384865,0.764921028868052
428,34027,Morris County,New Jersey,494228,181738,158144,,172181,162311,8168,158178,4808,132918,1635,5006,0,9557,4946,6481,12035,12663,22377,123236,283,168163,168446,13292,0.0011974933037697767,0.7115691393704485,0.7127666326742184,0.056244102451264565,158144,68355,1,0.8981525128210953
429,34029,Ocean County,New Jersey,601651,228622,94143,,205540,184348,18854,175981,8942,139488,2698,6260,40,23082,9184,17146,30731,26782,39726,105053,827,189550,190377,38245,0.004550506773487108,1.0429849563657574,1.0475354631392444,0.2104403041741408,158144,68355,0.5952992209631728,0.5346694911885141
430,34031,Passaic County,New Jersey,503310,169521,98797,,156615,127367,4404,148441,19324,100468,982,3001,0,12906,9107,14927,18934,16580,24925,85048,75,143885,143960,25561,0.00032805241840242844,0.6293576296244456,0.629685682042848,0.11180463822379298,158144,68355,0.624728095912586,0.5611011091738274
431,34033,Salem County,New Jersey,62607,23952,81113,,22042,17896,1004,20334,2689,14230,122,253,0,1910,1848,2098,3123,2523,4053,10307,29,20445,20474,3478,0.00017107025088337137,0.12060452687277683,0.12077559712366019,0.02051663215766778,158144,68355,0.51290595912586,0.46066777602980513
432,34035,Somerset County,New Jersey,331164,118729,154334,,114618,107325,3831,107237,3133,94920,1074,3759,37,4111,3854,4134,9039,7062,12766,81874,204,111331,111535,7194,0.008517034068136272,4.648087842351369,4.656604876419506,0.3003507014028056,158144,68355,0.9759080331849453,0.8765142522873516
433,34037,Sussex County,New Jersey,140799,53749,116821,,51259,47897,2075,47539,1603,40805,233,1845,0,2490,1679,2287,3794,4750,7592,33647,142,49926,50068,3681,0.0011960009770148826,0.4205038364679228,0.4216998374449376,0.031003377439378754,158144,68355,0.7387001719951437,0.6634654156988136
434,34039,Union County,New Jersey,558067,192021,118906,,174469,151437,7433,163247,13869,125336,733,3110,47,17552,7194,12477,20164,18443,30178,103565,363,166211,166574,25447,0.006753614020725967,3.092355206608495,3.099108820629221,0.47344136635100187,158144,68355,0.7518843585592877,0.6753068259909017
435,34041,Warren County,New Jersey,105779,41742,98174,,37737,33116,3088,32136,2015,26095,1089,714,58,4005,1746,2809,4608,4651,5923,22005,126,35877,36003,5739,0.0006561782305060384,0.18683893949099317,0.1874951177214992,0.029887356070429798,158144,68355,0.620788648320518,0.5575628844198844
436,35001,Bernalillo County,New Mexico,678701,270655,73158,,250248,206795,12260,231122,31127,154399,1955,5528,75,20407,24337,26874,44281,36691,46368,92104,797,222034,222831,47824,0.019093478989986104,5.319198888409755,5.338292367399741,1.145704566144411,87083,48580,0.840095081703662,0.4154886782487207
437,35005,Chaves County,New Mexico,64689,22616,57336,,19376,14664,1432,17007,3118,12069,334,336,0,3240,1182,3054,4688,3343,4402,5947,203,16131,16334,6282,0.0007500323289796974,0.0595998595998596,0.0603498919288393,0.023210360052465316,87083,48580,0.6584063479668821,0.3256302640322132
438,35013,Doña Ana County,New Mexico,217522,80409,57752,,70212,53994,2821,65984,11781,42227,52,1987,0,10197,8166,13435,18433,8788,11812,19775,175,55673,55848,24561,0.007737884683409975,2.461664308454192,2.4694021931376016,1.0860010611956137,87083,48580,0.6631833997450708,0.3279928667571574
439,35025,Lea County,New Mexico,69611,23215,65330,,21057,14277,337,20144,4554,11140,249,212,78,2158,1436,2745,3347,3785,4491,7411,0,18683,18683,4532,0,0.23234961260555412,0.23234961260555412,0.056361850041662005,87083,48580,0.7502038285314011,0.3710308558187611
440,35031,McKinley County,New Mexico,72290,21449,48580,,13598,7655,670,12149,4801,5901,318,557,0,7851,3653,2969,4392,2394,3979,4062,519,10013,10532,10917,0.0223562351927633,0.4313159595089382,0.4536721947017015,0.4702562998061598,87083,48580,0.5578585946740466,0.2759020201389165
441,35035,Otero County,New Mexico,66781,23747,53601,,21840,18749,1588,19040,1573,13914,593,154,0,1907,3588,2246,3918,3910,4683,5402,148,19402,19550,4197,0.006900088582218285,0.9045643153526971,0.9114644039349153,0.19567345797006855,87083,48580,0.615516231641078,0.3044179535089762
442,35043,Sandoval County,New Mexico,145179,53996,70136,,48489,41345,3249,43618,5334,24932,365,1472,0,5507,2633,4777,7027,9901,12300,17358,296,46877,47173,6823,0.012464732387248916,1.9740177706657682,1.9864825030530173,0.2873205036425654,87083,48580,0.8053925565265322,0.39832573249203473
443,35045,San Juan County,New Mexico,125043,43707,59736,,36996,29912,2980,32153,3984,24940,772,1544,0,6711,5001,5135,7319,5910,7627,12715,155,31428,31583,12124,0.0028705830061486037,0.5820431143047633,0.5849136973109119,0.22453515075190755,87083,48580,0.6859662620718165,0.3392606643684297
444,35049,Santa Fe County,New Mexico,150056,62707,87083,,55119,47674,2813,49741,4383,38826,972,2106,45,7588,3565,5063,8587,9532,11215,24745,214,52100,52314,10393,0.004896240876747432,1.192028736815613,1.1969249776923605,0.2377879973459629,87083,48580,1,0.49457339686614377
445,35061,Valencia County,New Mexico,76456,28379,59940,,25003,19455,1463,22544,4996,13765,0,864,0,3376,2570,3882,5272,3816,4981,7858,38,21322,21360,7019,0.0006059929513451449,0.3400258344363468,0.340631827387692,0.11193327698662031,87083,48580,0.688308854770736,0.3404192483970081
446,36001,Albany County,New York,307117,126578,87509,,114748,96953,6417,103651,9779,80235,1096,3065,0,11830,7509,9014,17822,15523,20486,56224,498,108199,108697,17881,0.017548187039712462,3.8126431516262023,3.830191338665915,0.6300785792311216,156633,57617,0.5586881436223529,0.4969927929258222
447,36005,Bronx County,New York,1432132,507370,57617,,449984,311163,15637,419934,90997,267252,6791,14889,95,57386,76862,77273,83457,63280,78932,127566,1054,398334,399388,107982,0.008326881448592963,3.1469449667398757,3.1552718481884687,0.8530866343282403,156633,57617,0.3678471331073273,0.3272261567382452
448,36007,Broome County,New York,191659,75539,68268,,68759,58401,5817,58901,6186,45375,1048,1284,0,6780,6464,9027,12519,8947,13775,24807,176,64970,65146,10393,0.00034688688728147114,0.1280525060606658,0.12839939294794725,0.020484064883615507,156633,57617,0.4358468521958974,0.3877167375636795
449,36009,Cattaraugus County,New York,76840,32079,60778,,26799,21721,2195,22892,2592,17573,548,234,23,5280,1771,3919,6083,4826,5885,9595,132,24359,24491,7588,0.001747441718847218,0.3224691881015105,0.3242166298203577,0.10045142244403553,156633,57617,0.38802806560558756,0.34517852984773706
450,36011,Cayuga County,New York,77145,30083,72026,,26806,21876,2202,23024,2934,17065,718,301,0,3277,1551,3026,4103,5663,4972,10768,89,24552,24641,5442,0.0027744006982761307,0.7653605162255681,0.7681349169238443,0.16964369213504163,156633,57617,0.4598392420498873,0.40905967275680527
451,36013,Chautauqua County,New York,127939,53429,60922,,46451,39962,4632,38354,2809,29955,982,1527,50,6978,3557,8157,9761,7204,9282,15468,421,42251,42672,10757,0.013994614898780042,1.404480936076854,1.4184755509756342,0.35757736927832995,156633,57617,0.388947412103452,0.34599635386791006
452,36015,Chemung County,New York,84254,34325,72849,,30456,24766,1942,26418,3199,19836,447,811,0,3869,2848,3092,6052,4277,6734,11322,45,28770,28815,5510,0.0008422392333751334,0.5384716165378353,0.5393138557712104,0.10312751501993299,156633,57617,0.46509356265920976,0.41373376420543284
453,36019,Clinton County,New York,80695,31392,70808,,28840,25556,2464,23037,1970,19694,350,415,0,2552,1982,2855,3524,4703,6490,11838,179,26833,27012,4380,0.005214857975236708,0.7817334304442826,0.7869482884195192,0.12760378732702113,156633,57617,0.4520631029221173,0.40214224458617537
454,36027,Dutchess County,New York,293718,108071,101825,,101278,88840,6525,91248,5113,73681,1208,1887,0,6793,5436,8603,11856,9314,15246,57616,219,96287,96506,11565,0.0069762996941896025,3.0672464322120288,3.074222731906218,0.36840596330275227,156633,57617,0.6500865079517087,0.5782981309313538
455,36029,Erie County,New York,919719,390341,76265,,349864,292350,23737,307511,28940,241380,5792,8381,126,40477,26160,37361,59546,48666,71038,147570,1248,330432,331680,58661,0.011547963838587595,3.057545502493731,3.0690934663323186,0.5428005662943806,156633,57617,0.4869025045807716,0.43313436735064775
456,36045,Jefferson County,New York,111755,44657,64940,,40785,34308,1624,36519,3242,27134,833,1042,43,3872,3698,3055,7950,6229,10006,13719,107,38089,38196,6461,0.00027411929569274044,0.0975787836788859,0.09785290297457863,0.0165521941072037,156633,57617,0.4145997331341416,0.3688159157641259
457,36047,Kings County,New York,2582830,969317,92542,,862989,741849,32798,809353,76206,589462,8577,40347,181,106328,88792,103671,123633,99621,135502,418098,1161,801771,802932,166385,0.02599816378171395,17.953982578319188,17.979980742100903,3.725843652730815,156633,57617,0.5908205805928508,0.5255768782975629
458,36051,Livingston County,New York,63227,23746,73481,,21860,19185,1443,19325,1138,14893,400,492,30,1886,1110,2724,2755,3312,4714,9131,102,20524,20626,3120,0.00010522873322143324,0.021173671770947998,0.021278900504169432,0.003218761251479134,156633,57617,0.4691284722887259,0.4173231029606365
459,36053,Madison County,New York,70795,26127,74332,,23602,20210,1213,20718,2253,17295,265,673,55,2525,1148,2312,3455,3669,5479,10064,42,22609,22651,3476,0.0017687189421376232,0.9521182514949886,0.9538869704371262,0.1463825486397709,156633,57617,0.4745615547170775,0.42215621574652
460,36055,Monroe County,New York,742474,301668,78573,,275770,233686,15581,246428,21464,193212,3715,7710,105,25898,21035,30153,43168,35387,50406,121519,1218,261210,262428,39240,0.04661844069353542,9.997703525088989,10.044321965782524,1.5018945918015845,156633,57617,0.5016375859493211,0.4462422690073093
461,36059,Nassau County,New York,1358343,447123,149295,,421870,388050,20268,389100,17877,310674,3369,23662,70,25253,14171,19517,33498,29950,46128,303859,515,407747,408262,38861,0.001707174774918122,1.3516415397059018,1.35334871448082,0.12882042510309347,156633,57617,0.9531516347129915,0.8478960909147703
462,36061,New York County,New York,1628701,752258,156633,,695861,629554,23304,660964,43465,463760,3887,28800,266,56397,63965,66510,68995,57562,85761,409465,668,656534,657202,95056,0.0014939960592499156,1.468352108927521,1.469846104986771,0.21259474462284428,156633,57617,1,0.8895710399427523
463,36063,Niagara County,New York,210433,89765,74744,,79356,66897,5414,69558,7021,50779,1524,1724,65,10409,6607,10604,12093,11393,15608,33460,458,73490,73948,15817,0.0006088336714265585,0.09769254697191655,0.09830138064334311,0.021026030962781387,156633,57617,0.47719190719707855,0.42449610113757047
464,36065,Oneida County,New York,229577,88871,70456,,79346,68169,4171,68827,5516,58150,2326,1636,0,9525,6084,9622,14037,11557,16885,30686,196,75473,75669,13202,0.0021834790842756085,0.8407842700384337,0.8429677491227093,0.14707291260513564,156633,57617,0.4498158114828931,0.4001431192035303
465,36067,Onondaga County,New York,461809,185046,81410,,163493,142982,12064,144714,12741,105702,2674,4034,41,21553,12158,18113,24542,22702,31851,75680,305,149052,149357,35689,0.00343194067806146,1.6771725309718581,1.6806044716499196,0.40158206839126376,156633,57617,0.5197499888273863,0.4623545380714119
466,36069,Ontario County,New York,109864,44079,86163,,40692,36959,2366,36618,1385,30273,388,514,0,3387,1945,3775,5350,5836,8689,18484,40,38716,38756,5323,0.00021616246771073139,0.20922365249721692,0.20943981496492764,0.02876582039060558,156633,57617,0.5500948076075922,0.4893484100705941
467,36071,Orange County,New York,381951,128259,99408,,116218,96913,6871,104054,10190,80261,1930,3832,0,12041,5846,11161,15200,13144,18045,64863,222,109021,109243,19016,0.005036411896821615,2.473309285600853,2.4783456974976747,0.4314072460809002,156633,57617,0.6346555323590815,0.5645711819260891
468,36075,Oswego County,New York,117898,46270,72834,,41390,35395,2831,35251,2842,30191,852,623,0,4880,3616,4787,6791,6402,7715,16959,458,39387,39845,6425,0.0035708995080267272,0.3070895609664819,0.3106604604745086,0.05009395052199066,156633,57617,0.46499779739901553,0.4136485742033315
469,36079,Putnam County,New York,98892,35425,127060,,33517,30902,1733,30069,992,26367,968,685,10,1908,593,1528,2446,2912,5612,22334,40,32431,32471,2954,0.0008644910309055544,0.7009077155824508,0.7017722066133564,0.06384266263237519,156633,57617,0.8111955973517714,0.7216161111331975
470,36081,Queens County,New York,2278906,788110,89633,,727774,606562,28818,678737,80304,456136,7516,17090,199,60336,43159,60943,100199,86634,132482,364693,970,679801,680771,107339,0.0273817925194072,19.18986591390261,19.217247706422018,3.0300352858151025,156633,57617,0.5722485044658533,0.5090556972233738
471,36083,Rensselaer County,New York,159442,64614,84541,,60061,51306,4443,53243,4708,40376,363,1387,59,4553,3242,4175,7045,6982,12946,30224,504,57458,57962,6652,0.0006395046376774816,0.07290606641204908,0.07354557104972656,0.008440446130616284,156633,57617,0.5397393908052581,0.4801365311767011
472,36085,Richmond County,New York,476179,167441,101953,,153692,133409,8458,137954,9713,113393,3261,4232,201,13749,11541,12020,15245,14030,22603,92002,272,139903,140175,27266,0.004209614015538429,2.1652118735877672,2.169421487603306,0.4219828520134955,156633,57617,0.6509037048386994,0.5790250856159521
473,36087,Rockland County,New York,325695,99502,118960,,88477,78948,5536,78850,4270,64628,594,3431,0,11025,3561,8225,9718,7926,13628,56444,163,84882,85045,14457,0.0009734772248135164,0.5069367717584105,0.5079102489832239,0.08634086036275464,156633,57617,0.7594823568468969,0.6756135099984666
474,36089,St. Lawrence County,New York,108047,41680,65780,,36032,29865,3038,29812,2971,24738,1143,2534,0,5648,2717,5556,6275,6409,7109,13614,157,33993,34150,7530,0.0015778577315028843,0.34163132399348756,0.34320918172499043,0.075676870816667,156633,57617,0.4199625877050175,0.37358655588180173
475,36091,Saratoga County,New York,230163,94156,104904,,88679,79678,5307,78981,5408,61149,1090,2306,51,5477,2510,4868,8977,9898,15814,52089,200,84653,84853,9303,0.0047984644913627635,2.0310220729366604,2.035820537428023,0.22320057581573896,156633,57617,0.6697439236942406,0.5957847986960251
476,36093,Schenectady County,New York,155350,55262,80109,,50432,41287,3522,44053,3742,35648,822,876,0,4830,3107,5645,6890,6113,9549,23958,52,47199,47251,8011,0.0005522749479587068,0.5012851013212116,0.5018373762691704,0.08508220400186924,156633,57617,0.5114439485932083,0.4549657252224879
477,36101,Steuben County,New York,95796,40578,69932,,35590,30328,3237,30228,3091,22047,526,716,0,4988,2441,4369,6467,5075,8403,13823,182,33231,33413,7165,0.0032934023379537474,0.601335456552423,0.6046288588903768,0.12965509753537693,156633,57617,0.4464704117267753,0.39716714846345635
478,36103,Suffolk County,New York,1481093,496784,126020,,467856,429325,25905,424396,17943,340405,4674,12472,253,28928,17619,26931,37832,38388,64488,311526,848,450736,451584,45200,0.020898023559564296,11.107890975405391,11.128788998964957,1.1139040859579081,156633,57617,0.8045558726449726,0.7157096043208369
479,36105,Sullivan County,New York,75498,28900,72044,,25630,20609,2210,22384,2476,17496,223,564,0,3270,1592,4366,4107,3832,4849,10154,154,23697,23851,5049,0.00030999388064027825,0.04770081162034204,0.048010805500982315,0.01016337080099198,156633,57617,0.4599541603621204,0.4091619007593269
480,36109,Tompkins County,New York,102793,40250,80857,,38483,34872,2521,34106,1171,26362,455,803,84,1767,2899,3712,5875,5249,7034,15481,90,34887,34977,5273,0.0031141868512110727,1.2071626297577855,1.2102768166089966,0.1824567474048443,156633,57617,0.5162194429015597,0.4592138666606087
481,36111,Ulster County,New York,178599,69154,88816,,64596,56015,4293,56967,4850,41664,846,3045,0,4558,3619,6255,8438,7960,12572,30310,393,61297,61690,7464,0.009763975155279504,1.5229068322981367,1.532670807453416,0.18544099378881987,156633,57617,0.5670324899606085,0.5044156817755868
482,36113,Warren County,New York,64265,28007,75644,,24347,21096,2741,19092,1232,16871,768,292,0,3660,1238,2590,4123,4010,5427,10619,64,22708,22772,5235,0.0009254706886080343,0.32836856870173814,0.3292940393903462,0.0757006102322353,156633,57617,0.48293782280873127,0.4296075012636517
483,36117,Wayne County,New York,90064,35927,79920,,31970,26869,1859,28452,2199,23112,908,845,0,3957,1121,3166,4791,5088,7414,14347,145,30075,30220,5707,0.005177277109294105,1.0738386831863462,1.0790159602956404,0.2037704859499411,156633,57617,0.5102373063147613,0.45389233119601086
484,36119,Westchester County,New York,967612,352498,151637,,327815,286769,14649,302484,21878,243473,2886,9810,0,24683,16360,23259,33333,27857,44584,207105,399,311840,312239,40259,0.011105853536337574,8.679822974364685,8.690928827901022,1.1205778383945222,156633,57617,0.9681037840046478,0.8611970899095283
485,37001,Alamance County,North Carolina,166436,64700,68592,,57378,47347,2638,52208,6161,37256,1061,1604,0,7322,4097,6840,10675,10748,11881,20459,104,51595,51699,13001,0.00029503713496246785,0.1463696247921974,0.14666466192715988,0.03688247876583697,119216,46921,0.5753590122131258,0.3895568416090688
486,37019,Brunswick County,North Carolina,136744,56752,73963,,53603,46203,3431,47542,3292,39308,863,1038,0,3149,3984,4016,8471,6393,12276,21612,17,52473,52490,4262,0.00026275115919629057,0.8110200927357032,0.8112828438948996,0.06587326120556414,119216,46921,0.6204116897060797,0.4200605416948267
487,37021,Buncombe County,North Carolina,259103,108411,78359,,96027,78944,3535,88618,10602,63488,1120,2025,0,12384,4920,10949,18300,15599,20872,37771,236,89923,90159,18252,0.004158443755286157,1.5844904144347336,1.5886488581900198,0.3216098111079786,119216,46921,0.6572859347738559,0.44502689164399667
488,37023,Burke County,North Carolina,90382,36157,65820,,31861,23378,2718,27568,5510,18279,699,559,0,4296,2003,4114,7516,6106,6606,9812,137,26531,26668,9489,0.0012637094021824354,0.2447260886810379,0.24598979808322033,0.08752801837451919,119216,46921,0.5521070997181586,0.37381372922073863
489,37025,Cabarrus County,North Carolina,211342,73751,89464,,70142,62378,2780,65570,4020,52776,532,1322,0,3609,3044,5297,9922,7600,13193,34695,203,67762,67965,5786,0.005614403849876925,1.874104599386011,1.879719003235888,0.1600243383024034,119216,46921,0.7504361830626761,0.5080958898663653
490,37027,Caldwell County,North Carolina,82029,31544,58787,,27293,19983,1619,24264,4584,16519,428,372,0,4251,1829,5318,6273,4761,4785,8578,120,25663,25783,5761,0.0016270965817412645,0.3479681631435506,0.3495952597252919,0.07811419506176187,119216,46921,0.49311334049120925,0.3338709769021508
491,37031,Carteret County,North Carolina,69524,28720,68939,,26753,23065,1324,24268,2201,18434,532,1049,0,1967,1325,2135,5205,4235,6262,9558,61,25539,25600,3120,0.0019338067461323865,0.809630991630738,0.8115647983768705,0.09890945980218108,119216,46921,0.578269695342907,0.3915275703243467
492,37035,Catawba County,North Carolina,158652,62861,66315,,56607,45996,3025,51621,6570,37525,736,1041,0,6254,3162,7299,9762,9019,13531,20088,201,52748,52949,9912,0.006998607242339833,1.8366295264623955,1.8436281337047353,0.34512534818941504,119216,46921,0.5562592269494028,0.3766249992900833
493,37037,Chatham County,North Carolina,73139,28343,104799,,25874,23021,1623,23074,1405,18390,149,280,0,2469,1207,1500,3934,2592,4948,14162,143,22532,22675,5668,0.00227486040629325,0.3584416410811155,0.36071650148740875,0.09016719428580519,119216,46921,0.8790682458730372,0.5951884686813156
494,37045,Cleveland County,North Carolina,97645,34574,54716,,28405,22122,2121,24785,3725,16779,810,1401,0,6169,3806,4053,6296,5621,5550,9248,118,22820,22938,11636,0.0041632854673111525,0.8051370708816992,0.8093003563490103,0.4105422855731574,119216,46921,0.45896523956515906,0.3107504103318435
495,37049,Craven County,North Carolina,102912,40412,65301,,37486,31099,2005,34116,3808,25787,178,2128,0,2926,3240,4124,7530,5057,7608,12853,45,34780,34825,5587,0.0013015560826054261,1.0059582345114826,1.007259790594088,0.16159541852258924,119216,46921,0.5477536572272178,0.37086615514803184
496,37051,Cumberland County,North Carolina,332330,127911,61491,,117600,96755,4565,109903,14340,77417,810,9202,105,10311,9817,15583,20876,21742,23181,36712,214,112139,112353,15558,0.005295456795011383,2.7748935959615957,2.780189052756607,0.3849846580223696,119216,46921,0.5157948597503691,0.34922789461428805
497,37057,Davidson County,North Carolina,166614,68761,60887,,61118,49103,3671,55273,6969,38245,542,803,44,7643,4731,8304,12078,12375,12902,18371,159,55140,55299,13462,0.001243051809461266,0.4310809859980768,0.43232403780753803,0.10524505320105386,119216,46921,0.5107284257146691,0.34579757719634024
498,37063,Durham County,North Carolina,316739,127527,82885,,121670,106502,3416,114800,11488,81619,868,10530,0,5857,6776,8647,21593,17558,22398,50555,66,114629,114695,12832,0.0009598464245720685,1.6670641788222975,1.6680240252468697,0.18661741394104217,119216,46921,0.6952506374983224,0.4707315549447117
499,37067,Forsyth County,North Carolina,379099,150437,73262,,138253,110005,5649,127227,21407,82196,1912,4028,28,12184,12430,15759,24898,23335,25670,48345,438,120870,121308,29129,0.003434566797619328,0.9477992895622104,0.9512338563598297,0.2284143749950991,119216,46921,0.6145316064957724,0.4160793289299568
500,37069,Franklin County,North Carolina,67560,26380,75625,,23339,19800,949,21023,2418,15027,502,1986,0,3041,793,2343,4043,3853,5053,10295,210,22265,22475,3905,0.0013959331813317203,0.14800215372547976,0.1493980869068115,0.02595770987190651,119216,46921,0.6343527714400752,0.42949959392765663
501,37071,Gaston County,North Carolina,222846,84999,69665,,75886,62812,4853,68623,9157,47686,845,2571,0,9113,4786,9036,14578,11681,17259,27659,223,70549,70772,14227,0.008453373768006065,2.674336618650493,2.682789992418499,0.5393100833965125,119216,46921,0.5843594819487317,0.39565076642605224
502,37081,Guilford County,North Carolina,533670,209842,76103,,189359,161557,9993,173941,16436,128115,1496,4246,39,20483,14955,21592,33987,30360,36905,72043,258,171775,172033,37809,0.0030353298274097343,2.020906128307392,2.0239414581348014,0.4448169978470335,119216,46921,0.6383623003623675,0.4322143153279531
503,37085,Harnett County,North Carolina,134214,46015,64140,,42502,35295,1650,39966,5021,29559,262,875,0,3513,2490,5464,6342,8184,9054,14481,92,36979,37071,8944,0.00043842510079011827,0.17622306306649765,0.17666148816728777,0.04262254458116106,119216,46921,0.5380150315393907,0.3642724489853871
504,37089,Henderson County,North Carolina,116748,49514,72361,,44766,37716,2708,39903,4471,30319,491,1504,0,4748,2351,5226,9041,6250,9022,17624,120,41876,41996,7518,0.002607845267847441,0.910051070303162,0.9126589155710094,0.1633815060306422,119216,46921,0.606973896121326,0.41096224947040216
505,37097,Iredell County,North Carolina,178435,68328,83901,,62711,54390,2844,57272,4830,43896,703,1608,0,5617,2243,5492,9497,10068,14909,26119,133,60071,60204,8124,0.002686108979278588,1.2132124247687524,1.2158985337480308,0.16407480712525752,119216,46921,0.7037729834921487,0.47650175775371
506,37101,Johnston County,North Carolina,202675,70001,73747,,64027,54955,2751,59404,5552,41783,695,2078,0,5974,2486,4993,12207,8967,14911,26437,253,54591,54844,15157,0.003702728017796511,0.7989550403933966,0.8026577684111931,0.22182706942980915,119216,46921,0.6185998523688095,0.4188338056645672
507,37109,Lincoln County,North Carolina,83770,34233,84538,,31886,25998,841,29946,4178,23232,431,541,0,2347,1571,2816,3140,5510,7069,14127,133,30461,30594,3639,0.0018999728575306066,0.4351509264153369,0.43705089927286755,0.05198497164326224,119216,46921,0.7091162260099315,0.48011949317628083
508,37119,Mecklenburg County,North Carolina,1093901,418135,95943,,400351,351007,12185,378465,30561,280488,3624,7807,40,17784,20865,26153,58230,55331,74570,182986,297,377829,378126,40009,0.008675839102620278,11.03698185960915,11.04565769871177,1.168726083019309,119216,46921,0.8047829150449604,0.5448922914406765
509,37125,Moore County,North Carolina,98682,40756,80720,,36601,32532,2517,31884,2753,25158,344,1189,0,4155,2913,3570,5028,5392,8408,15445,272,34811,35083,5673,0.000650507611178208,0.08325301637031102,0.08390352398148923,0.013567388522845492,119216,46921,0.6770903234465172,0.4584357979747497
510,37127,Nash County,North Carolina,94016,37767,72738,,33542,26701,2259,29899,4660,19949,543,633,0,4225,1614,4287,6069,6284,7366,12147,157,30757,30914,6853,0.0038521935420551576,0.7546618902738247,0.7585140838158799,0.16814702129747766,119216,46921,0.6101362233257281,0.4131033581898828
511,37129,New Hanover County,North Carolina,232274,98151,73080,,93018,82421,3257,87124,5780,66221,1114,2292,0,5133,9461,8618,13780,13948,18127,34217,160,86695,86855,11296,0.00423650276696587,2.2955225461381628,2.2997590489051287,0.2990970953477904,119216,46921,0.6130049657764058,0.4150456902377937
512,37133,Onslow County,North Carolina,197683,66834,61979,,64394,56454,2011,60459,5271,44663,541,1299,0,2440,5384,4505,11263,11362,13765,20555,162,61540,61702,5132,0.001650518079285998,0.6269931024645699,0.6286436205438559,0.05228678261046754,119216,46921,0.5198882700308683,0.3519994093493188
513,37135,Orange County,North Carolina,146027,53959,119216,,50631,47455,1553,48391,1816,39131,225,1567,0,3328,3519,3286,6634,6246,8507,25767,164,47653,47817,6142,0.0024538408594427987,0.7130053565550468,0.7154591974144896,0.09189933267498579,119216,46921,1,0.677067419367663
514,37147,Pitt County,North Carolina,179914,69288,59322,,62255,52237,2071,58404,6173,40605,632,444,0,7033,7924,8844,10707,11442,11471,18900,0,57484,57484,11804,0,1.0653273781945551,1.0653273781945551,0.21875868715135566,119216,46921,0.49760099315528117,0.33690942031043236
515,37151,Randolph County,North Carolina,143351,54783,65544,,49837,38954,2877,44806,7773,30887,896,540,0,4946,3602,6273,9493,9396,10141,15878,212,44023,44235,10548,0.0030596928761113034,0.635362544740792,0.6384222376169033,0.1522341531001039,119216,46921,0.5497919742316467,0.3722462331820737
516,37155,Robeson County,North Carolina,131831,46026,46921,,38868,25825,2006,35361,9957,19187,643,1257,0,7158,6423,6156,10417,6719,7942,8369,122,30613,30735,15291,0.0022269682200682693,0.5588047386963109,0.5610317069163792,0.27911943486117957,119216,46921,0.3935797208428399,0.26648000590650683
517,37157,Rockingham County,North Carolina,90690,37476,56433,,28486,23396,2426,24580,3739,15944,503,398,0,8990,3369,6368,6653,4917,6464,9705,72,25371,25443,12033,0.001564333202972233,0.5512319123973406,0.5527962456003128,0.2614391865467345,119216,46921,0.4733676687692927,0.3205018259057117
518,37159,Rowan County,North Carolina,141262,53806,64677,,47046,37229,2737,42166,5494,32168,927,628,0,6760,3153,6726,9038,9813,8643,16433,103,44382,44485,9321,0.002748425659088483,1.1842779378802433,1.1870263635393319,0.24871918027537623,119216,46921,0.542519460475104,0.3673222510606155
